bookingID,min_val_acc_x,max_val_acc_x,mean_val_acc_x,min_val_acc_y,max_val_acc_y,mean_val_acc_y,min_val_acc_z,max_val_acc_z,mean_val_acc_z,min_speed,max_speed,mean_speed,label
85899345941,-13.321745,-2.5906053,-9.769125674,-3.3304362,3.1652312,0.795781338,-2.1141446,3.9361877,0.902140346,-1,23.788868,8.197088829,0
42949673006,-3.962525,3.6728175,0.284958605,4.5419393,15.033651,9.805323499,-3.8116856,15.263502,0.421063154,0,18.44235,8.494285251,0
403726925842,-4.063084,2.3032923,-0.54615935,3.833234,12.850073,9.956128581,-3.6823947,3.6369035,0.007538615,-1,26.882002,6.742627702,1
584115552385,-3.3419952,3.546341,0.410961641,6.073532,11.9353485,8.830390881,-3.7127838,5.085327,1.088918614,0,22.74,6.496811497,0
1408749273199,-3.904388428,3.542062378,0.305226034,-17.54298096,-1.080249023,-8.803601108,-8.41529541,0.930264282,-4.004331258,-1,19.07066345,5.705897708,0
919123001503,-3.8241181,4.3505316,0.273560205,6.930293,12.120699,9.668271639,-1.4970047,5.3674746,1.070669045,0,25.63,8.142981132,1
1408749273162,-5.9673657,3.5314188,-0.458289967,4.30103,14.699603,9.770622506,-6.847637,4.790855,-0.662509433,0,24.332571,12.95662552,0
429496729679,-3.8260512,1.6424725,-0.403828994,3.0790374,11.439845,9.346059756,-0.38787252,9.201198,2.660248214,-1,19.176855,4.837967633,0
549755813914,-2.1374664,4.3632507,1.128117354,7.046753,11.400803,9.199023618,-1.2719116,6.6629944,3.168764595,-1,15,4.649280125,0
670014898222,-3.8811195,0.68715686,-1.655258795,5.7534423,12.277842,8.478002038,0.6488485,7.8364615,4.40489683,-1,21.033281,8.702859313,1
541165879465,-2.9342856,3.7488122,0.670572438,7.1645145,13.661076,9.603680636,-2.0162146,5.433928,0.982407865,-1,19.14058,7.987951959,0
601295421449,-4.4603977,2.0207062,-0.83726894,6.71813,12.447454,9.117453945,-0.59376204,7.7572136,3.124392162,-1,24.55,10.3646085,0
635655159897,-3.954034424,3.835302734,-0.333499981,-13.65190125,-6.300106812,-9.715897245,-5.852844238,4.18192749,-0.861800564,0.028985299,16.58865929,6.041139071,0
541165879435,-2.2505496,4.23654,0.373933285,7.025785,11.844116,9.577049393,-5.040992,3.5733461,-2.118448436,-1,20.09635,4.83009113,0
927712935943,-2.503833008,5.96529541,1.059828838,-11.0320282,-5.790338135,-8.511213163,-6.646282959,-2.401550293,-4.636071658,0.00349339,20.19038773,6.285890865,0
455266533447,-2.9433746,2.6411285,0.312440714,6.7078705,10.411728,8.928479786,2.1752167,6.8526917,4.14438423,-1,17.19,6.152612782,0
1700807049382,-3.138808,2.529273,0.001078492,6.84781,12.661745,9.825964508,-2.9491873,4.865085,0.891454851,0,20.959614,8.407637237,0
695784702012,-4.697567,4.7167215,0.223910543,4.4294086,13.149357,9.878431464,-6.1293435,6.7925577,0.022309208,0,30.04103,14.99166713,0
1322849927185,-2.841635132,5.375674438,0.232748006,-10.90058594,-7.331607056,-9.636181505,-5.224493408,1.852902222,-1.337857412,0,25.13162041,8.156727208,1
1546188226642,-2.402148438,4.845718384,0.007634778,-14.03486328,-3.940576172,-7.514161095,-11.54777832,-0.839047241,-6.24705654,0.027022181,33.58143616,12.56718909,1
1468878815312,-8.736567,0.91467124,-4.799747932,3.2599356,11.2198515,6.148422632,-11.596709,-0.6540097,-6.160788834,-1,20.057108,6.022680874,0
764504178746,-3.666275,9.018204,0.420609399,4.2763824,13.027191,8.256806076,0.99124146,9.133911,4.930226693,-1,20.71,5.51620417,0
979252543552,-5.0374002,6.7085533,0.068179357,3.4608185,14.038402,9.673336507,-7.8613615,11.882423,0.723325878,0,19.808388,6.191420601,0
1503238553601,-9.384073,-5.29358,-7.780955333,-1.377863,3.3542767,0.40112203,2.9029696,8.10557,5.429086841,-1,23.812338,7.270284965,0
1176821039202,-4.3898435,2.2950785,-0.266377417,6.517599,11.114866,9.108922632,1.2170186,6.1476645,3.54243832,0,18.13,3.808918591,0
558345748621,-11.42306519,8.506362915,-0.596292578,-15.66271362,4.925421143,-5.161439372,-19.29584351,7.986425781,-7.926783181,-1,21.11795807,3.513605764,1
489626271844,-3.3287354,6.4551697,0.860319997,5.471527,10.401199,8.260449346,1.4264221,7.0803375,4.45723283,0,26.93,13.54773639,0
1142461300880,-3.9433706,3.4190245,1.015601802,3.2873392,13.218791,8.574358049,1.2522057,10.9801445,4.229666597,-1,24.767523,10.56753667,0
858993459202,-3.903192139,3.629092407,0.136942621,-12.8430603,-7.683166504,-9.786170227,-6.651516724,1.607214355,-1.274583184,-1,24.53000069,9.104701664,0
1176821039197,-3.514099121,3.136819458,-0.163257832,-14.17512817,-5.559005737,-9.713545612,-4.464849854,1.25012207,-1.212741116,-1,-1,-1,0
592705486872,-2.8587642,4.1947694,0.504119827,7.2522583,13.082317,9.724780252,-1.4844503,5.4350038,0.881989217,0,27.528511,12.95448939,0
1451698946073,-3.194687,2.9064178,-0.170764686,6.0750885,10.208694,8.336477161,2.4563751,8.4366455,4.896952368,0,21.01,7.731530984,0
42949673054,-2.2198334,5.079773,0.645555576,1.095932,13.216476,9.484484943,-2.5021515,3.7419128,0.546976516,-1,18.13,5.413948832,0
1331439861929,-2.7375946,3.8913574,0.760701751,6.3512726,11.362335,9.469078947,-8.260239,0.9442749,-2.974591648,0,21.08,11.074125,0
146028888205,-4.239797974,2.384951782,-0.209921591,-15.10285034,-6.052175903,-9.652714836,-3.979455566,4.337893677,0.229098492,0,24.22999954,8.732947001,1
1228360646727,-2.2004547,2.8273773,0.624250516,5.595001,11.768448,9.110165604,-4.640152,0.23564148,-2.186118943,-1,22.73,8.473838665,0
721554505902,-2.655548,3.510727,0.577893666,8.333481,14.092728,9.927283314,-2.962677,3.871582,0.967389932,0,13.5,5.23854902,0
970662609043,-4.24492,4.607641,0.174940818,6.9168487,12.58153,9.85218448,-5.601235,8.406042,0.631426707,-1,23.67,11.5068289,1
515396075531,-4.1253357,3.8859081,0.00569397,-0.6751855,11.509279,8.664275085,-0.45730647,10.0368,4.581838391,0,24.40504,10.22950185,0
34359738380,-3.179,1.915,-0.458872954,7.336,10.611,9.189674201,-3.16,4.022,-0.598654716,-1,22.426447,9.053012357,1
1571958030385,-2.7807,2.7101362,0.318665615,6.281392,11.70884,8.700566425,1.343108,7.5180564,4.223484208,0,16.797913,5.035108741,0
317827579924,-5.3929443,5.1523285,0.612844694,5.8995514,11.913788,9.381101834,-5.462738,5.892975,-0.881932926,-1,17.29,6.452365685,0
584115552332,-6.695385,4.997896,-0.048358774,6.0238113,15.125369,9.577602441,-4.5202527,6.9348054,1.598273228,-1,28.064545,11.24605629,0
1683627180111,-4.9559975,3.6056678,0.043425813,7.079654,13.554773,9.833973851,-4.9583917,5.807136,0.062643158,-1,23.432203,8.402890751,1
755914244162,-1.6400782,4.1325183,1.091401307,6.342434,11.617022,8.727808338,2.3272352,7.5252056,4.713345254,-1,25.402718,12.76279887,0
128849019033,-7.326481,2.3799093,-1.174520134,4.9992456,13.137386,9.488145003,-6.3998966,8.344048,1.068423041,0,14.110312,3.592680949,0
1434519076995,-3.4075475,3.378817,-0.038749097,6.199785,12.734758,9.677589656,-8.942942,7.137714,0.269476199,0,27.5,10.96593724,0
1082331758734,-5.1213536,3.2346652,-0.012613603,1.7047237,15.036046,9.537880074,-5.217125,9.668081,1.708047479,0,23.76175,7.748717131,0
257698037806,-3.8571768,6.2753944,0.031489757,-2.7558103,15.838128,9.532779014,-5.784568,12.517269,1.991664053,-1,28.218548,9.328676712,1
953482739745,-3.721183,4.388792,0.388298391,6.1691875,13.902133,9.952712638,-4.880791,4.993433,0.296524631,-0.0665995,31.414045,22.84993317,0
549755813925,-3.1747115,3.371036,-0.984101654,4.617218,9.939528,8.368148075,1.9369092,10.676943,4.902466987,0,18.744875,5.351779883,0
1623497638035,-2.943170166,2.005728149,-1.14131743,-12.45755615,-7.444805908,-9.486886976,-4.756445313,0.381167603,-2.408151385,0.090113528,14.42519569,5.554637106,1
1382979469454,-5.830059,2.3966691,-0.264050554,6.423839,12.301784,9.44213804,-2.3679378,6.3735595,2.499231641,-1,27.935389,9.009792733,0
1571958030375,-2.93913269,1.782620239,-0.371394653,-12.78175049,-7.771392822,-9.817821452,-2.903543091,2.759689331,-0.027455444,-1,23.31505585,14.4446022,0
773094113357,-3.2801564,3.8188684,0.649046741,3.1604428,14.755916,9.441621926,-12.000105,10.288198,2.885512745,-1,25.422592,10.10402959,0
1348619730946,-4.252,1.877,-1.258364848,6.972,11.492,9.414670303,-3.294,6.569,1.620721818,-1,27.138214,11.88465542,1
85899345995,-3.869696045,1.762283325,-0.551534655,-10.96339111,-4.854092407,-8.525942179,-8.866894531,-2.477813721,-4.722108596,0.699999988,16.72999954,8.303466678,0
841813590132,-4.54230957,6.326724243,0.193367774,-15.69815369,-4.880111694,-9.296040867,-6.119317627,1.464257813,-2.280506775,0,24.94000053,12.01992174,0
1657857376306,-2.7886798,4.9655647,1.211164848,6.4187207,11.595608,9.259301312,-0.6710947,7.8678064,3.511415348,0,24.773964,7.755322781,0
1348619730957,-2.530899048,3.503182983,-0.060611635,-11.99623718,-6.05112915,-9.697613469,-5.250064087,2.95887146,-0.410843822,-1,14.81690693,5.717748162,0
481036337262,-5.064041138,4.458569336,0.209986256,-14.38552551,-4.163684082,-9.482796337,-4.714874268,5.304644775,-0.05593526,0.289999992,21.03000069,14.03603773,0
472446402720,-5.834848,6.471725,0.404451198,6.605804,13.568356,9.829706043,-5.0591025,5.767808,0.182387102,-1,25.324133,6.387149281,1
8589934618,-3.3327289,2.1068976,-0.414252575,7.5465236,15.418659,9.728922162,-9.500193,5.401319,0.281787689,-1,16.783981,4.895645193,0
1468878815257,-5.238673,2.7390504,-0.356273492,6.055121,14.329735,9.878721777,-5.6409116,5.3631754,-0.040058938,0,31.246284,15.11464413,0
1314259992626,-2.9745657,8.1796465,0.264194004,7.183802,12.852994,9.781539655,-5.1766186,5.0544376,-0.631422714,0,17.888885,6.490885137,0
463856468098,-2.4581077,3.0432887,0.532781023,5.403359,11.896961,9.556856692,-3.0950708,4.655372,0.053518446,0,20.751566,5.465802325,1
1116691497104,-2.2961094,5.8755503,1.017642815,4.230684,12.874016,9.480196554,-1.6352897,6.1748347,2.254770486,-1,25.4181,7.607665541,1
489626271878,-3.106015015,2.620770264,-0.187527657,-13.30931396,-6.678433228,-9.707959887,-5.946005249,1.737460327,-1.334464811,0.959999979,12.60999966,6.861999997,0
403726925879,-5.2448483,3.7066872,-0.922880356,8.068041,11.483223,9.789596718,-3.1935835,4.449577,0.329776867,0,17.28,5.49310303,0
1417339207728,-3.219732,4.9014864,0.346891922,6.871618,12.4394865,9.815966393,-2.596914,4.2749333,0.139486246,-1,22.879555,7.542699021,0
206158430348,-5.577099609,4.955477905,-0.344349319,-13.53302002,-4.634573364,-9.426824771,-8.881549072,2.914309692,-1.796830221,-1,18.59000015,5.239506769,0
395136991250,-2.852069,6.2464914,1.213208529,5.5453925,11.529815,8.451624661,0.52914727,9.061604,4.752388179,-1,22.01131,9.248960066,0
102,-2.4088745,3.031952,0.206795045,5.1127167,13.067459,9.696641622,-1.9938507,4.8350067,1.304615272,0,24.64,11.57538325,0
171798691938,-2.296,3.428,0.351809524,5.283,13.395,8.731813333,0.441,9.291,4.654949524,0,23.789946,4.945245222,0
1486058684565,-5.266213989,3.99710083,-0.624056282,-12.11496887,-0.591415405,-9.33976602,-13.24920044,1.771554565,-2.863439495,-1,27.5291996,12.07038152,0
1142461300781,-2.030345,3.7015488,0.677490704,6.9290314,11.617022,9.183623501,0.9720756,5.8611846,3.387126083,0,24.670855,9.111096911,0
188978561178,-3.4740927,5.978504,0.124913267,0.29928434,16.182903,9.812708586,-7.743085,6.840443,0.55656681,0,23.50945,12.09043149,0
1125281431733,-4.872718,3.8002014,0.13424933,6.1450443,12.1674385,9.642135289,-6.1159787,8.13249,0.58547187,-1,12.867113,5.357984072,0
1211180777475,-4.133477783,2.907730103,-0.24320108,-14.04877014,-6.268255615,-9.752448756,-2.549441528,3.727786255,0.913461405,0,23.10000038,12.058275,0
618475290699,-2.935244751,3.037078857,-0.208593287,-10.65056152,-7.702905273,-9.629883412,-5.346813965,0.101086426,-1.50087384,0.219999999,24.19000053,12.89322816,0
1159641170031,-9.313729,7.0080423,-2.867109237,-6.5411587,7.4845033,1.901153114,-0.6081458,12.80937,8.835305679,0,29.10042,16.47149652,0
635655159945,-2.837747192,3.010910034,0.285848102,-11.4396637,-7.857675171,-9.744193854,-3.370245361,3.40045166,0.668336792,0.063115068,14.81369114,5.127369902,0
670014898195,-2.4229321,4.060566,0.53609146,-0.39858958,13.704411,6.812067387,-9.595961,3.8402996,-0.254388117,-1,21.25,10.09017972,0
1606317768789,-3.842811,1.4581133,-0.762110395,7.161276,11.066339,9.122818542,-0.12929083,6.4789076,3.698287091,0,17.624062,3.773769826,0
575525617758,-3.754,4.673,0.21380446,1.877,13.178,8.092013722,2.221,16.127,5.641481132,0,22.461449,12.98285672,0
1443109011609,-2.4744074,4.2521024,0.328838137,6.0022635,11.926716,9.667579857,-4.4017396,4.662708,0.418937901,-1,27.279892,11.57171364,0
1322849927294,-6.184855,3.870476,0.302596314,5.329531,14.068598,9.121582933,0.5964818,6.3705783,3.035607214,0,28.711308,16.65158622,0
1176821039226,-4.254302979,2.708398438,-0.426291668,-15.03974609,-5.914453125,-9.796360156,-3.814517212,2.164834595,0.008250294,-1,30.58847427,12.12643814,0
128849019025,-4.0947266,3.2032218,0.164230137,6.0371137,13.938928,9.744313008,-4.827496,6.342451,0.540782404,0,17.339027,3.16575445,0
515396075561,-2.160633,3.1763012,0.498850313,6.3020754,13.531588,9.244725566,-2.0246518,8.153904,3.004474837,0,22.603182,13.69321989,1
463856468076,0.163742065,4.335800171,2.849243454,-10.21361694,-7.28659668,-9.002062542,-3.557913208,1.083389282,-1.403962543,0,11.47000027,3.418282052,0
592705486931,-3.301608276,3.236709595,-0.181540811,-13.43118591,-6.609347534,-9.716285104,-4.781567383,2.811578369,-1.328373706,0.189999998,16.29000092,7.464652781,1
34359738469,-14.49079895,14.7426178,-0.362255557,-29.53921814,36.24950256,-0.985055892,-45.55184631,6.042456055,-7.041642069,-1,5.638537407,0.394579501,1
970662608943,-18.95415344,12.48222961,-1.41003088,-22.1157959,17.19650574,-6.227702149,-20.99950867,7.913900757,-6.183558643,-1,24.42197227,3.721959969,1
8589934631,-4.641601563,0.243743896,-1.816899746,-12.50525818,-6.425418091,-9.256442163,-6.375622559,0.338549805,-2.429011192,0.280000001,18.97999954,7.465301206,0
39,-4.453351,4.6329217,0.121498254,4.14449,14.138193,9.742609077,-3.5674694,6.2538457,1.388415019,-1,24.009903,11.89954385,0
171798691956,-3.1676257,3.5507095,0.595396929,7.3576064,11.516461,9.48939156,-1.7286664,6.3544054,2.444858373,-1,25.894115,8.434525733,0
678604832778,-3.0981915,6.754249,0.680570939,5.4134555,12.756696,9.31222001,-0.5602603,7.185219,3.025347298,-1,14.665721,5.827135679,0
721554505908,-3.021078491,3.704608154,0.278766456,-13.58655396,-3.179586792,-9.337862657,-8.081381226,2.273995972,-2.674123891,0,20.45999908,7.218008893,0
180388626610,-2.07571106,2.932403564,0.674001177,-12.02375183,-6.232516479,-9.040560378,-7.271643066,-0.478515625,-3.737638085,-1,30.607584,9.259751096,0
395136991297,-3.2998047,4.5211334,0.349842587,6.5448456,15.441971,9.701730056,-4.0349274,0.8637848,-1.204155393,0,13.78,4.287824934,0
8589934729,1.1563994,3.9564183,2.320773739,7.574057,11.933898,9.287506706,-6.245275,-3.3961751,-4.748507259,0,24.851303,10.49166683,0
352187318368,-3.0766432,3.7685885,0.151589619,5.956956,12.471778,9.750328547,-3.6392977,8.9186735,1.624798451,-1,22.04248,5.711974304,0
1649267441740,-4.544552612,3.944464111,-0.319102423,-14.21595154,-6.646881104,-9.751021205,-4.531243896,7.739242554,1.080148294,-1,25.14986038,12.51013549,0
240518168640,-4.975151,5.3438582,0.217565896,1.3066356,13.660716,8.414591403,-1.7435774,8.766968,4.390198815,0,25.17,10.29652,1
498216206448,-3.69564,3.28302,0.182709008,4.96938,15.435576,9.785150964,-9.241492,7.9211082,-0.099618367,0.18,28.88,15.60979204,0
1348619731111,-2.7510219,2.8300328,0.339739193,6.7566433,12.90993,9.551509902,-5.542746,8.746285,2.223592417,7.295547,28.037567,23.02164515,0
1606317768776,-3.189174,8.624178,0.298072962,4.9872746,13.510893,9.703528355,-7.003254,4.853195,0.28463367,-1,19.337427,8.164986379,0
1211180777649,-3.087322998,2.38001709,-0.173905602,-13.82326965,-5.45836792,-9.595596514,-4.50133667,1.139016724,-1.389629655,0.160862967,27.97654152,13.63399654,0
231928234160,-4.591656494,1.219915771,-1.224716323,-10.97744751,-5.727084351,-8.963931115,-6.51050415,-1.444967651,-3.615438055,0,20.5,7.334936706,0
1382979469378,-2.7989073,3.8978794,0.641093682,3.1700199,13.515681,8.961803137,-0.5554718,11.2004175,3.853112365,-1,28.787504,11.45230953,1
51539607568,-4.482361,4.024124,-0.127873917,6.439682,14.020157,9.861315952,-3.4043884,4.688736,0.397535219,-1,25.34,13.73420519,0
833223655547,-2.0018017,4.5897036,0.621292481,6.8888364,15.421359,9.582074358,-2.0918045,6.7882514,1.868225223,-1,26.337902,15.84547435,0
369367187538,-2.9952378,2.6265194,-0.123259665,4.3432145,9.938635,7.439417898,2.578634,9.828498,6.518660589,-1,25.113396,9.331381212,0
532575944842,-3.178240967,3.465200806,0.32094043,-12.86668701,-0.458926392,-8.681073143,-7.327868652,-1.5134552,-4.157926454,-1,20.20999908,5.57694882,1
841813590148,-4.8937483,3.3279405,-0.715859658,6.7971387,12.569559,9.801584618,-3.58412,5.758055,0.725520705,-1,23.89,8.214175786,1
884763263133,-3.397476,2.727079,0.099828895,6.7662206,12.8213415,9.671761883,-1.8076775,3.45015,0.648252715,0,24.267927,11.95491124,0
575525617717,-3.011657715,6.055764771,0.462921063,-12.89719238,-7.934686279,-9.864817521,-2.614639282,1.352105713,-0.238670786,0.213363156,15.50266647,7.548249243,0
901943132183,-4.067873,3.6225379,-0.174277364,4.5467277,13.393573,9.755428309,-5.054314,3.7183087,0.105685228,-1,24.560143,9.971442817,0
850403524662,-1.5720615,4.3962617,1.714728277,6.996269,12.269193,9.265302531,-8.029961,4.0249977,-2.682769588,0,27.872366,10.91711184,0
1520418422880,-3.581240845,1.573718262,-0.655434252,-10.79740601,-6.913803101,-8.839846896,-6.593795776,-2.035336304,-4.196889539,-1,22.66989517,13.31597514,0
42949673110,-3.06444397,2.835354614,0.121145094,-13.97983398,-6.424072266,-9.479351212,-5.040563965,1.401452637,-1.719175682,0.239999995,15.44999981,3.875041774,0
1700807049337,-18.150444,8.546103,-6.256717289,-12.837709,7.699753,-0.989387013,-8.030152,12.576741,0.822203962,-1,15.15,3.411726908,1
1047972020277,-4.513208,4.276175,-0.168056554,3.8260512,17.195683,9.736281047,-5.935407,7.067899,-0.160396121,0,21.520168,8.901567677,1
687194767384,-4.2833576,3.2490308,-0.039113688,6.0766697,15.569969,9.593640102,-6.818895,7.4845033,0.338666471,-1,26.415438,12.26022563,1
996432412789,-2.3004353,5.6904044,0.305060816,6.5791035,12.401352,9.89059522,-2.2671368,4.9523196,1.313985817,0,26.253815,8.812297871,0
927712936057,-3.455630493,3.244036865,-0.01704601,-12.20917664,-5.43862915,-8.345537359,-9.882543945,-0.537283325,-4.61766711,0.230000004,21.52000046,8.781239968,1
738734375035,-4.393521118,4.464849854,-0.469779232,-13.5995636,-5.507415771,-9.45907858,-8.292526245,2.397363281,-2.522475725,-1,32.6346283,13.57405005,1
1288490188928,-5.42,2.873,-0.661062159,2.604,19.403,8.457354417,-8.293,3.198,-3.516961832,-1,18.008072,3.651629995,1
549755814030,-4.370385,1.8989085,-1.173912483,4.7807612,11.613248,7.800502277,1.1436719,11.654389,5.808212118,0,24.989693,12.36260593,0
163208757305,-3.8786068,3.122039,0.292668989,7.565677,12.181698,9.535381256,-6.38773,6.38773,-0.206773308,-0.018172562,20.779648,10.05625056,0
515396075570,-3.330169678,4.608105469,-0.155631585,-12.65628967,-5.640353394,-8.077477536,-12.50137024,-2.133880615,-5.516412389,0,29.69748497,12.64868997,0
1494648619079,-5.219519,2.1835787,-0.514368418,5.3895125,13.252311,9.665512561,-2.954535,4.393494,0.765781841,-1,20.144512,8.232472801,0
979252543674,-1.922137451,2.968441772,0.220468004,-11.8084198,-7.496395874,-9.337828912,-5.370739746,-0.505432129,-2.829024726,-1,13.58400631,3.902474018,0
558345748635,-6.567496,6.612987,-0.345054357,1.7143008,13.235551,9.594181658,-4.2235007,9.871595,0.659764835,-1,18.931242,4.588044452,0
1460288880781,-2.876477051,3.53309021,-0.406894127,-14.07972412,-5.504873657,-9.39362641,-1.521530151,5.489620972,2.147200057,0,15.72000027,5.725063288,0
489626271847,-3.70475769,2.730529785,-0.497238024,-12.20558777,-7.225735474,-9.528567708,-5.058508301,0.04291687,-2.28991255,0.08924526,16.06606865,6.309176511,0
1503238553780,-3.0291595,3.0725403,-0.247309035,8.252884,12.094559,9.527048455,-0.9926605,6.681122,2.151783078,0,12.05,2.849537415,0
1108101562452,-2.9192657,3.847351,0.355441861,6.2142334,13.092773,9.921116147,-3.4646301,3.7353363,-0.412913169,-1,26.05,12.89267568,0
111669149700,-7.3355865,17.830338,0.756427487,-17.421661,15.103378,9.260914229,-5.277298,13.548843,2.41331195,-1,25.7,9.584159632,0
1477468749877,-3.9002736,3.5794408,-0.007684464,7.0080423,13.719194,9.686348356,-7.9585695,4.2618093,-1.084439276,0,26.066254,10.08181255,0
1073741824137,-5.707,6.895,0.128461719,3.984,19.384,9.611640625,-9.423,4.443,-1.38995625,-1,28.458992,12.06048415,1
1331439861867,-2.456526,2.238647,-0.093867298,4.558699,11.973768,8.833723208,1.0343267,7.778999,4.18418036,-1,25.532782,14.42381363,1
1322849927324,-3.2866404,2.6874914,0.314518851,7.429208,10.562619,9.261114869,0.9187749,5.3282957,3.066726663,0,22.88,6.01117284,0
206158430355,-5.0399485,3.3615618,-0.157122289,6.8500204,11.889969,9.603188873,-5.5882373,3.519584,-1.296884889,0,15.808213,4.65538992,1
188978561210,-3.0740354,7.6828613,-0.251138556,0.07938728,13.36591,8.459011656,1.6686009,10.553431,4.953392987,0,22.18,8.085988456,0
1675037245547,-3.284945,6.0311785,0.36939896,6.2969427,15.234771,9.754960593,-6.1556807,3.6632404,0.208698036,-1,23.924288,13.44970811,0
1666447310875,-17.77401428,8.886334229,0.133063665,-13.32740784,12.42017212,-0.781782361,-19.52553101,10.58865356,-1.997646113,-1,19.04999924,3.855756412,1
575525617773,-3.018984985,2.813223267,-0.454036766,-13.47574768,-6.949691772,-9.73096046,-3.650924683,1.149633789,-1.234801187,0.020157916,22.71882629,7.308266625,0
1408749273164,-6.411868,6.1892004,0.033306205,6.1269493,14.957035,9.715020512,-7.369578,5.3272614,0.682764296,-1,33.868034,24.86416638,0
249108103334,-2.106,5.286,0.758829545,3.639,13.752,9.163817424,-3.409,9.308,3.17705,0,22.600939,8.756859225,0
584115552313,-4.002334595,3.175100708,-0.454495788,-11.73918457,-4.376473999,-8.847169921,-9.638052368,-0.226248169,-4.166998872,-1,28.80833435,8.030708593,1
558345748525,-2.65531311,3.794778442,0.535949664,-12.34226379,-6.96060791,-9.163943842,-6.675891113,-0.598144531,-3.066221698,-1,23.97999954,9.854219053,0
257698037775,-3.9864676,3.2969165,-0.390074659,5.851608,15.48138,9.223015568,-11.736735,8.655303,3.520172191,-1,31.246136,24.30055342,0
876173328468,-3.434695435,1.8730896,-0.456835876,-11.69357605,-6.053222656,-9.692620097,-3.954632568,2.643948364,-0.430747803,0.034832712,15.77146339,6.419551631,0
1116691497008,-9.514848,4.084633,-0.368436641,0.7805336,12.919507,8.013371089,-1.0846065,11.190841,4.952918531,-1,23.372452,7.625847514,0
1262720385176,-3.0573955,2.3654714,-0.235484702,5.2528787,12.039244,8.914725213,0.7745243,7.7823524,3.317445779,0,19.23,4.499833333,1
1211180777617,-3.1053743,2.2601955,-0.223853294,7.1828246,12.938661,9.733810239,-5.38233,4.635316,0.372571963,0,17.764585,10.25582514,0
154618822745,-4.268862,2.303222,-0.477793709,3.1244333,13.494918,9.481849271,-0.78410107,7.479486,2.840050269,0,32.39369,16.56493779,0
601295421556,-3.9768906,5.2051535,0.178545611,6.986494,12.778245,9.943994469,-5.384724,2.875524,-0.423564949,0,23.018883,14.04154465,1
858993459350,-12.40581665,5.198623657,-1.122989118,-12.57509155,-1.823443604,-8.475820855,-8.583074951,5.669961548,-4.190697451,0.008639343,14.75624561,2.959507696,0
143,-3.9313655,3.6786141,-0.403128575,-6.210454,12.14456,9.158240161,0.4099065,9.143141,3.005191181,-0.05639565,12.047897,2.577820485,0
1640677507194,-3.0753455,3.7254179,0.203880488,7.0763187,11.634914,8.758679969,1.5271926,6.9793015,4.479964124,-1,22.28,6.756157324,1
1666447310931,-7.7189064,4.5394063,0.78383535,7.1634517,14.058752,9.598474686,-7.0102224,4.4436383,-1.274195277,0,20.69699,5.538870251,0
962072674379,-5.936734009,3.269009399,-0.158129995,-13.89235535,-4.958917236,-9.764123166,-2.838943481,2.854046631,-0.050462733,-1,23.19373512,12.714591,0
